timestamp,hour,day_of_week,is_weekend,road_type,speed_limit,weather,temperature,humidity,incident_flag,vehicle_volume,congestion_index
2026-06-01 16:15:00,16,Monday,0,Downtown,50,Rainy,18.3,85.5,0,541,29.79
2026-06-01 16:30:00,16,Monday,0,Residential,30,Foggy,15.9,41.3,0,385,32.21
2026-06-01 16:45:00,16,Monday,0,Arterial,70,Heavy Rain,31.8,81.9,0,648,38.47
2026-06-01 17:00:00,17,Monday,0,Highway,100,Foggy,31.3,90.0,1,2701,100.0
2026-06-01 17:15:00,17,Monday,0,Residential,30,Rainy,19.9,62.5,0,714,68.0
2026-06-01 17:30:00,17,Monday,0,Highway,100,Rainy,27.4,57.9,0,2549,72.33
2026-06-01 17:45:00,17,Monday,0,Downtown,50,Clear,32.0,67.6,0,1370,56.05
2026-06-01 18:00:00,18,Monday,0,Highway,100,Clear,30.1,71.0,0,2467,52.12
2026-06-01 18:15:00,18,Monday,0,Highway,100,Clear,26.8,59.6,0,2487,55.55
2026-06-01 18:30:00,18,Monday,0,Arterial,70,Rainy,22.9,71.1,0,1678,68.17
2026-06-01 18:45:00,18,Monday,0,Highway,100,Clear,34.6,64.6,0,2363,53.84
2026-06-01 19:00:00,19,Monday,0,Highway,100,Clear,17.6,47.6,0,2387,53.6
2026-06-01 19:15:00,19,Monday,0,Arterial,70,Foggy,24.5,73.4,0,1616,68.23
2026-06-01 19:30:00,19,Monday,0,Highway,100,Clear,17.4,63.0,0,2526,47.05
2026-06-01 19:45:00,19,Monday,0,Downtown,50,Clear,31.0,71.4,0,1386,52.84
2026-06-01 20:00:00,20,Monday,0,Downtown,50,Rainy,18.7,50.5,0,984,33.43
2026-06-01 20:15:00,20,Monday,0,Arterial,70,Clear,29.9,41.8,0,909,18.15
2026-06-01 20:30:00,20,Monday,0,Arterial,70,Clear,17.1,62.4,0,742,11.34
2026-06-01 20:45:00,20,Monday,0,Arterial,70,Clear,21.4,50.6,0,1042,22.38
2026-06-01 21:00:00,21,Monday,0,Downtown,50,Clear,16.7,66.9,0,647,19.45
2026-06-01 21:15:00,21,Monday,0,Highway,100,Clear,22.3,72.3,0,1092,15.48
2026-06-01 21:30:00,21,Monday,0,Highway,100,Clear,19.9,48.0,0,1160,13.01
2026-06-01 21:45:00,21,Monday,0,Residential,30,Clear,25.5,60.5,1,321,46.87
2026-06-01 22:00:00,22,Monday,0,Residential,30,Foggy,31.3,52.9,0,413,37.4
2026-06-01 22:15:00,22,Monday,0,Arterial,70,Clear,20.6,78.5,0,748,8.75
2026-06-01 22:30:00,22,Monday,0,Arterial,70,Clear,17.3,70.5,0,703,14.12
2026-06-01 22:45:00,22,Monday,0,Arterial,70,Clear,16.0,56.8,0,960,16.45
2026-06-01 23:00:00,23,Monday,0,Highway,100,Rainy,30.2,69.8,0,147,10.76
2026-06-01 23:15:00,23,Monday,0,Residential,30,Rainy,34.3,46.2,0,110,16.53
2026-06-01 23:30:00,23,Monday,0,Arterial,70,Rainy,17.8,79.8,0,201,14.85
2026-06-01 23:45:00,23,Monday,0,Downtown,50,Rainy,25.5,57.9,0,344,18.59
2026-06-02 00:00:00,0,Tuesday,0,Arterial,70,Clear,24.3,55.1,0,50,1.0
2026-06-02 00:15:00,0,Tuesday,0,Residential,30,Clear,25.9,85.3,0,50,5.7
2026-06-02 00:30:00,0,Tuesday,0,Highway,100,Rainy,27.4,66.7,0,301,17.01
2026-06-02 00:45:00,0,Tuesday,0,Arterial,70,Clear,29.9,41.7,0,297,6.63
2026-06-02 01:00:00,1,Tuesday,0,Arterial,70,Rainy,17.2,82.3,0,394,18.13
2026-06-02 01:15:00,1,Tuesday,0,Highway,100,Clear,29.4,76.0,0,409,10.79
2026-06-02 01:30:00,1,Tuesday,0,Highway,100,Clear,18.6,85.4,0,253,0.0
2026-06-02 01:45:00,1,Tuesday,0,Residential,30,Clear,26.7,65.3,0,113,7.31
2026-06-02 02:00:00,2,Tuesday,0,Downtown,50,Foggy,29.1,47.6,0,50,24.8
2026-06-02 02:15:00,2,Tuesday,0,Downtown,50,Foggy,33.5,62.5,0,206,25.96
2026-06-02 02:30:00,2,Tuesday,0,Arterial,70,Clear,16.1,56.8,0,342,0.0
2026-06-02 02:45:00,2,Tuesday,0,Residential,30,Clear,21.9,76.9,0,68,0.0
2026-06-02 03:00:00,3,Tuesday,0,Highway,100,Clear,25.0,60.9,0,489,0.64
2026-06-02 03:15:00,3,Tuesday,0,Downtown,50,Clear,28.3,48.9,1,167,35.48
2026-06-02 03:30:00,3,Tuesday,0,Highway,100,Heavy Rain,25.0,69.8,0,266,33.38
2026-06-02 03:45:00,3,Tuesday,0,Residential,30,Clear,18.8,41.8,0,50,2.59
2026-06-02 04:00:00,4,Tuesday,0,Downtown,50,Clear,25.5,62.0,0,58,1.93
2026-06-02 04:15:00,4,Tuesday,0,Highway,100,Foggy,33.9,58.7,0,226,26.11
2026-06-02 04:30:00,4,Tuesday,0,Highway,100,Clear,29.3,72.9,0,275,1.29
2026-06-02 04:45:00,4,Tuesday,0,Downtown,50,Clear,17.1,80.0,0,53,3.34
2026-06-02 05:00:00,5,Tuesday,0,Highway,100,Clear,29.4,82.8,0,557,4.01
2026-06-02 05:15:00,5,Tuesday,0,Highway,100,Clear,32.9,40.7,0,399,1.28
2026-06-02 05:30:00,5,Tuesday,0,Arterial,70,Foggy,31.3,57.1,0,397,20.26
2026-06-02 05:45:00,5,Tuesday,0,Highway,100,Clear,23.2,67.6,0,385,4.57
2026-06-02 06:00:00,6,Tuesday,0,Downtown,50,Clear,32.4,64.4,0,659,19.02
2026-06-02 06:15:00,6,Tuesday,0,Highway,100,Clear,25.8,71.7,0,1280,15.61
2026-06-02 06:30:00,6,Tuesday,0,Residential,30,Clear,18.4,53.6,0,154,8.66
2026-06-02 06:45:00,6,Tuesday,0,Arterial,70,Rainy,31.6,50.3,0,870,31.43
2026-06-02 07:00:00,7,Tuesday,0,Downtown,50,Rainy,18.5,85.7,0,746,21.85
2026-06-02 07:15:00,7,Tuesday,0,Highway,100,Clear,29.8,44.1,0,1186,10.75
2026-06-02 07:30:00,7,Tuesday,0,Highway,100,Clear,29.4,54.9,0,1509,18.14
2026-06-02 07:45:00,7,Tuesday,0,Residential,30,Rainy,19.3,41.6,0,280,25.09
2026-06-02 08:00:00,8,Tuesday,0,Arterial,70,Clear,21.7,78.5,0,1701,53.21
2026-06-02 08:15:00,8,Tuesday,0,Arterial,70,Rainy,23.7,52.3,0,1755,70.16
2026-06-02 08:30:00,8,Tuesday,0,Highway,100,Clear,22.2,44.6,0,2361,51.13
2026-06-02 08:45:00,8,Tuesday,0,Arterial,70,Foggy,29.6,80.3,0,1780,75.09
2026-06-02 09:00:00,9,Tuesday,0,Highway,100,Clear,19.4,89.4,0,2618,55.46
2026-06-02 09:15:00,9,Tuesday,0,Highway,100,Rainy,20.9,86.2,1,2515,100.0
2026-06-02 09:30:00,9,Tuesday,0,Residential,30,Rainy,21.4,81.4,0,531,59.64
2026-06-02 09:45:00,9,Tuesday,0,Highway,100,Clear,28.9,57.0,0,2497,52.21
2026-06-02 10:00:00,10,Tuesday,0,Arterial,70,Rainy,21.4,71.3,0,1518,64.51
2026-06-02 10:15:00,10,Tuesday,0,Highway,100,Foggy,15.4,83.7,0,2457,75.25
2026-06-02 10:30:00,10,Tuesday,0,Arterial,70,Clear,32.5,89.2,0,1478,44.72
2026-06-02 10:45:00,10,Tuesday,0,Downtown,50,Clear,17.2,57.7,0,1279,48.76
2026-06-02 11:00:00,11,Tuesday,0,Highway,100,Clear,34.8,61.4,0,1131,16.33
2026-06-02 11:15:00,11,Tuesday,0,Residential,30,Rainy,16.8,60.9,0,344,29.66
2026-06-02 11:30:00,11,Tuesday,0,Downtown,50,Clear,34.8,51.6,0,840,23.95
2026-06-02 11:45:00,11,Tuesday,0,Arterial,70,Clear,18.5,51.0,0,763,18.02
2026-06-02 12:00:00,12,Tuesday,0,Highway,100,Heavy Rain,32.7,86.4,1,1215,74.82
2026-06-02 12:15:00,12,Tuesday,0,Downtown,50,Rainy,18.1,80.8,0,724,23.91
2026-06-02 12:30:00,12,Tuesday,0,Arterial,70,Clear,16.8,83.9,0,905,20.39
2026-06-02 12:45:00,12,Tuesday,0,Arterial,70,Clear,23.2,58.6,0,836,21.22
2026-06-02 13:00:00,13,Tuesday,0,Highway,100,Clear,28.7,43.8,0,842,8.02
2026-06-02 13:15:00,13,Tuesday,0,Arterial,70,Rainy,22.0,73.9,0,910,28.16
2026-06-02 13:30:00,13,Tuesday,0,Downtown,50,Rainy,32.0,83.4,0,760,31.85
2026-06-02 13:45:00,13,Tuesday,0,Downtown,50,Clear,30.1,47.9,0,679,15.87
2026-06-02 14:00:00,14,Tuesday,0,Arterial,70,Rainy,18.2,80.9,0,812,27.39
2026-06-02 14:15:00,14,Tuesday,0,Highway,100,Clear,34.6,71.6,0,1337,23.37
2026-06-02 14:30:00,14,Tuesday,0,Downtown,50,Clear,30.2,67.1,1,845,49.88
2026-06-02 14:45:00,14,Tuesday,0,Residential,30,Clear,33.7,74.4,0,478,18.65
2026-06-02 15:00:00,15,Tuesday,0,Highway,100,Clear,21.9,71.0,0,1304,14.89
2026-06-02 15:15:00,15,Tuesday,0,Highway,100,Clear,21.5,64.4,0,1193,20.71
2026-06-02 15:30:00,15,Tuesday,0,Highway,100,Heavy Rain,23.5,62.6,0,1337,47.84
2026-06-02 15:45:00,15,Tuesday,0,Highway,100,Clear,28.6,72.7,0,1338,16.6
2026-06-02 16:00:00,16,Tuesday,0,Arterial,70,Clear,23.0,53.7,1,947,52.32
2026-06-02 16:15:00,16,Tuesday,0,Highway,100,Clear,15.6,72.6,0,1250,19.13
2026-06-02 16:30:00,16,Tuesday,0,Residential,30,Clear,32.4,78.8,0,405,20.23
2026-06-02 16:45:00,16,Tuesday,0,Downtown,50,Clear,15.7,86.0,0,689,19.98
2026-06-02 17:00:00,17,Tuesday,0,Highway,100,Clear,28.7,61.5,0,2431,52.65
2026-06-02 17:15:00,17,Tuesday,0,Arterial,70,Clear,31.0,55.5,0,1625,45.5
2026-06-02 17:30:00,17,Tuesday,0,Downtown,50,Clear,28.9,83.0,0,1397,52.04
2026-06-02 17:45:00,17,Tuesday,0,Highway,100,Clear,34.7,47.1,0,2700,58.72
2026-06-02 18:00:00,18,Tuesday,0,Arterial,70,Clear,21.5,65.9,0,1647,52.93
2026-06-02 18:15:00,18,Tuesday,0,Highway,100,Clear,17.7,68.4,0,2451,54.66
2026-06-02 18:30:00,18,Tuesday,0,Highway,100,Clear,27.7,75.3,0,2737,57.63
2026-06-02 18:45:00,18,Tuesday,0,Residential,30,Rainy,31.0,57.0,0,858,73.59
2026-06-02 19:00:00,19,Tuesday,0,Arterial,70,Clear,25.5,76.6,0,1556,49.88
2026-06-02 19:15:00,19,Tuesday,0,Downtown,50,Rainy,25.0,67.8,0,1404,66.27
2026-06-02 19:30:00,19,Tuesday,0,Highway,100,Rainy,16.4,41.5,0,2650,67.13
2026-06-02 19:45:00,19,Tuesday,0,Downtown,50,Rainy,23.5,57.3,0,1426,69.55
2026-06-02 20:00:00,20,Tuesday,0,Arterial,70,Rainy,24.7,83.7,0,644,22.48
2026-06-02 20:15:00,20,Tuesday,0,Arterial,70,Foggy,19.2,71.1,0,764,33.66
2026-06-02 20:30:00,20,Tuesday,0,Downtown,50,Foggy,18.6,51.9,1,738,68.9
2026-06-02 20:45:00,20,Tuesday,0,Arterial,70,Clear,32.4,62.3,0,977,13.28
2026-06-02 21:00:00,21,Tuesday,0,Highway,100,Clear,34.4,52.9,0,1392,15.45
2026-06-02 21:15:00,21,Tuesday,0,Highway,100,Heavy Rain,24.1,51.8,0,1269,40.17
2026-06-02 21:30:00,21,Tuesday,0,Arterial,70,Rainy,23.6,52.4,0,739,27.56
2026-06-02 21:45:00,21,Tuesday,0,Highway,100,Clear,29.7,73.2,0,1305,17.77
2026-06-02 22:00:00,22,Tuesday,0,Arterial,70,Foggy,19.1,45.6,0,845,31.94
2026-06-02 22:15:00,22,Tuesday,0,Residential,30,Clear,17.4,62.6,0,359,10.32
2026-06-02 22:30:00,22,Tuesday,0,Highway,100,Clear,34.7,88.3,0,1276,17.47
2026-06-02 22:45:00,22,Tuesday,0,Residential,30,Clear,25.3,64.4,0,482,18.79
2026-06-02 23:00:00,23,Tuesday,0,Highway,100,Rainy,34.4,44.7,0,488,17.67
2026-06-02 23:15:00,23,Tuesday,0,Highway,100,Rainy,31.8,87.2,0,648,20.01
2026-06-02 23:30:00,23,Tuesday,0,Residential,30,Clear,15.6,86.5,0,50,4.28
2026-06-02 23:45:00,23,Tuesday,0,Downtown,50,Clear,28.0,45.3,0,192,5.35
2026-06-03 00:00:00,0,Wednesday,0,Residential,30,Rainy,26.3,76.9,0,50,11.47
2026-06-03 00:15:00,0,Wednesday,0,Downtown,50,Rainy,30.2,79.9,0,181,16.49
2026-06-03 00:30:00,0,Wednesday,0,Arterial,70,Clear,21.5,58.3,0,133,7.18
2026-06-03 00:45:00,0,Wednesday,0,Arterial,70,Clear,22.5,51.4,0,437,11.31
2026-06-03 01:00:00,1,Wednesday,0,Downtown,50,Clear,22.6,83.2,0,145,3.24
2026-06-03 01:15:00,1,Wednesday,0,Arterial,70,Clear,23.0,69.0,0,406,9.38
2026-06-03 01:30:00,1,Wednesday,0,Downtown,50,Rainy,34.1,40.9,0,169,17.02
2026-06-03 01:45:00,1,Wednesday,0,Residential,30,Clear,33.7,57.6,0,50,1.98
2026-06-03 02:00:00,2,Wednesday,0,Highway,100,Clear,31.1,67.0,0,541,9.15
2026-06-03 02:15:00,2,Wednesday,0,Highway,100,Clear,17.4,49.1,0,372,0.69
2026-06-03 02:30:00,2,Wednesday,0,Downtown,50,Clear,26.3,52.8,1,367,43.12
2026-06-03 02:45:00,2,Wednesday,0,Arterial,70,Clear,27.7,87.6,0,245,4.76
2026-06-03 03:00:00,3,Wednesday,0,Highway,100,Clear,27.2,60.6,0,326,6.37
2026-06-03 03:15:00,3,Wednesday,0,Highway,100,Rainy,20.5,81.1,0,279,16.36
2026-06-03 03:30:00,3,Wednesday,0,Downtown,50,Clear,26.7,48.4,0,157,4.93
2026-06-03 03:45:00,3,Wednesday,0,Highway,100,Clear,27.8,70.4,0,293,0.0
2026-06-03 04:00:00,4,Wednesday,0,Arterial,70,Clear,34.8,46.8,0,67,0.0
2026-06-03 04:15:00,4,Wednesday,0,Downtown,50,Rainy,34.8,46.4,0,268,22.98
2026-06-03 04:30:00,4,Wednesday,0,Highway,100,Clear,16.7,84.7,0,227,0.73
2026-06-03 04:45:00,4,Wednesday,0,Arterial,70,Clear,25.4,43.4,0,268,0.41
2026-06-03 05:00:00,5,Wednesday,0,Residential,30,Rainy,25.7,56.2,0,183,26.16
2026-06-03 05:15:00,5,Wednesday,0,Downtown,50,Clear,16.2,68.1,1,264,38.24
2026-06-03 05:30:00,5,Wednesday,0,Highway,100,Clear,16.9,62.5,0,517,2.88
2026-06-03 05:45:00,5,Wednesday,0,Downtown,50,Foggy,19.7,60.0,0,345,26.27
2026-06-03 06:00:00,6,Wednesday,0,Arterial,70,Clear,16.8,77.8,0,900,18.79
2026-06-03 06:15:00,6,Wednesday,0,Downtown,50,Clear,21.1,53.2,0,479,12.41
2026-06-03 06:30:00,6,Wednesday,0,Arterial,70,Clear,27.0,65.8,0,870,16.47
2026-06-03 06:45:00,6,Wednesday,0,Residential,30,Clear,33.6,45.8,0,460,20.04
2026-06-03 07:00:00,7,Wednesday,0,Residential,30,Rainy,30.8,55.2,0,207,20.35
2026-06-03 07:15:00,7,Wednesday,0,Downtown,50,Clear,34.5,72.0,0,696,18.27
2026-06-03 07:30:00,7,Wednesday,0,Downtown,50,Rainy,18.5,65.1,0,655,23.91
2026-06-03 07:45:00,7,Wednesday,0,Highway,100,Clear,17.7,88.2,0,1251,17.25
2026-06-03 08:00:00,8,Wednesday,0,Arterial,70,Clear,23.8,45.3,0,1744,51.18
2026-06-03 08:15:00,8,Wednesday,0,Downtown,50,Clear,16.2,79.0,0,1417,53.19
2026-06-03 08:30:00,8,Wednesday,0,Residential,30,Clear,17.8,46.1,0,736,53.57
2026-06-03 08:45:00,8,Wednesday,0,Highway,100,Clear,34.9,80.7,0,2633,50.79
2026-06-03 09:00:00,9,Wednesday,0,Arterial,70,Clear,17.6,84.3,0,1619,49.15
2026-06-03 09:15:00,9,Wednesday,0,Arterial,70,Rainy,29.7,78.5,0,1610,56.72
2026-06-03 09:30:00,9,Wednesday,0,Highway,100,Clear,30.2,46.9,0,2400,52.21
2026-06-03 09:45:00,9,Wednesday,0,Arterial,70,Clear,31.9,44.9,0,1626,50.14
2026-06-03 10:00:00,10,Wednesday,0,Downtown,50,Clear,22.5,59.7,0,1434,55.21
2026-06-03 10:15:00,10,Wednesday,0,Residential,30,Rainy,21.3,74.4,0,781,68.04
2026-06-03 10:30:00,10,Wednesday,0,Highway,100,Foggy,24.2,71.9,0,2553,74.63
2026-06-03 10:45:00,10,Wednesday,0,Downtown,50,Clear,25.4,47.5,0,1641,59.71
2026-06-03 11:00:00,11,Wednesday,0,Highway,100,Clear,29.3,43.6,0,1163,18.58
2026-06-03 11:15:00,11,Wednesday,0,Highway,100,Clear,30.5,73.1,0,1402,19.86
2026-06-03 11:30:00,11,Wednesday,0,Highway,100,Clear,16.6,88.4,0,1332,20.75
2026-06-03 11:45:00,11,Wednesday,0,Arterial,70,Clear,17.4,70.8,0,894,23.43
2026-06-03 12:00:00,12,Wednesday,0,Highway,100,Heavy Rain,31.0,54.6,1,1434,86.5
2026-06-03 12:15:00,12,Wednesday,0,Downtown,50,Rainy,28.1,46.4,0,574,19.15
2026-06-03 12:30:00,12,Wednesday,0,Arterial,70,Clear,33.9,52.0,0,865,15.89
2026-06-03 12:45:00,12,Wednesday,0,Downtown,50,Clear,31.3,83.1,0,679,16.28
2026-06-03 13:00:00,13,Wednesday,0,Downtown,50,Clear,31.8,76.4,0,575,14.58
2026-06-03 13:15:00,13,Wednesday,0,Arterial,70,Heavy Rain,33.7,42.2,0,887,42.85
2026-06-03 13:30:00,13,Wednesday,0,Downtown,50,Clear,25.1,82.0,0,976,25.41
2026-06-03 13:45:00,13,Wednesday,0,Arterial,70,Clear,26.3,74.4,0,994,20.85
2026-06-03 14:00:00,14,Wednesday,0,Highway,100,Clear,15.2,52.3,0,1414,16.59
2026-06-03 14:15:00,14,Wednesday,0,Highway,100,Clear,29.7,70.8,0,1403,15.89
2026-06-03 14:30:00,14,Wednesday,0,Arterial,70,Clear,30.2,41.8,0,666,9.29
2026-06-03 14:45:00,14,Wednesday,0,Highway,100,Clear,32.5,89.8,0,1467,17.32
2026-06-03 15:00:00,15,Wednesday,0,Residential,30,Clear,22.8,60.6,0,489,20.51
2026-06-03 15:15:00,15,Wednesday,0,Highway,100,Clear,24.6,72.1,0,1445,24.26
2026-06-03 15:30:00,15,Wednesday,0,Arterial,70,Clear,28.5,80.2,0,839,19.83
2026-06-03 15:45:00,15,Wednesday,0,Highway,100,Clear,21.7,79.2,0,1270,20.47
2026-06-03 16:00:00,16,Wednesday,0,Arterial,70,Clear,21.6,61.7,0,897,12.89
2026-06-03 16:15:00,16,Wednesday,0,Downtown,50,Heavy Rain,33.7,72.1,0,846,48.97
2026-06-03 16:30:00,16,Wednesday,0,Highway,100,Clear,31.8,59.2,0,1109,15.05
2026-06-03 16:45:00,16,Wednesday,0,Arterial,70,Clear,15.5,41.2,0,856,10.91
2026-06-03 17:00:00,17,Wednesday,0,Highway,100,Foggy,20.2,61.5,0,2475,72.46
2026-06-03 17:15:00,17,Wednesday,0,Downtown,50,Clear,24.7,46.7,0,1396,59.04
2026-06-03 17:30:00,17,Wednesday,0,Arterial,70,Rainy,30.3,47.9,0,1727,64.99
2026-06-03 17:45:00,17,Wednesday,0,Downtown,50,Heavy Rain,16.4,42.9,0,1294,76.93
2026-06-03 18:00:00,18,Wednesday,0,Residential,30,Clear,20.4,78.0,0,636,50.87
2026-06-03 18:15:00,18,Wednesday,0,Highway,100,Foggy,17.8,66.6,0,2608,72.09
2026-06-03 18:30:00,18,Wednesday,0,Highway,100,Rainy,34.3,68.0,0,2506,63.83
2026-06-03 18:45:00,18,Wednesday,0,Highway,100,Rainy,34.6,52.8,0,2555,62.19
2026-06-03 19:00:00,19,Wednesday,0,Arterial,70,Heavy Rain,27.2,57.5,0,1628,79.21
2026-06-03 19:15:00,19,Wednesday,0,Highway,100,Foggy,26.2,66.2,0,2571,74.54
2026-06-03 19:30:00,19,Wednesday,0,Highway,100,Rainy,25.9,44.1,0,2368,63.73
2026-06-03 19:45:00,19,Wednesday,0,Residential,30,Rainy,28.4,63.1,0,774,75.35
2026-06-03 20:00:00,20,Wednesday,0,Highway,100,Clear,31.1,63.0,0,1184,16.76
2026-06-03 20:15:00,20,Wednesday,0,Highway,100,Clear,21.6,77.8,0,1298,15.63
2026-06-03 20:30:00,20,Wednesday,0,Residential,30,Foggy,19.8,62.6,1,342,66.34
2026-06-03 20:45:00,20,Wednesday,0,Residential,30,Clear,25.0,45.3,0,298,16.99
2026-06-03 21:00:00,21,Wednesday,0,Downtown,50,Heavy Rain,19.1,66.2,0,743,48.99
2026-06-03 21:15:00,21,Wednesday,0,Downtown,50,Rainy,22.9,85.8,0,758,26.69
